workout_name,rating_number,rating_name,workout_type,workout_muscle,workout_equipment,workout_level,workout_img_1,workout_img_2,muscle_group_img,instructions
Sit Squats,6.1,Good,Stretching,Quadriceps,None,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/637/Male/m/637_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/637/Male/m/637_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-7.gif,"1.) Stand with your feet shoulder width apart. This will be your starting position.

2.)   Begin the movement by flexing your knees and hips, sitting back with your hips.

3.)  Continue until you have squatted a portion of the way down, but are above parallel, and quickly reverse the motion until you return to the starting position. Repeat for 5-10 repetitions.

"
Kneeling Hip Flexor,5.4,Good,Stretching,Quadriceps,None,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/476/Male/m/476_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/476/Male/m/476_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-7.gif,"1.) Kneel on a mat and bring your right knee up so the bottom of your foot is on the floor and extend your left leg out behind you so the top of your foot is on the floor.

2.)  Shift your weight forward until you feel a stretch in your hip. Hold for 15 seconds, then repeat for your other side.

"
Quadriceps-SMR,5.4,Good,Stretching,Quadriceps,Foam Roll,Intermediate,https://www.bodybuilding.com/exercises/exerciseImages/sequences/615/Male/m/615_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/615/Male/m/615_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-7.gif,"1.) Lay facedown on the floor with your weight supported by your hands or forearms. Place a foam roll underneath one leg on the quadriceps, and keep the foot off of the ground. Make sure to relax the leg as much as possible. This will be your starting position.

2.)  Shifting as much weight onto the leg to be stretched as is tolerable, roll over the foam from above the knee to below the hip, holding points of tension for 10-30 seconds. Switch sides.

"
Iron Crosses (stretch),5.2,Good,Stretching,Quadriceps,None,Intermediate,https://www.bodybuilding.com/exercises/exerciseImages/sequences/597/Male/m/597_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/597/Male/m/597_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-7.gif,"1.) Lie face down on the floor, with your arms extended out to your side, palms pressed to the floor. This will be your starting position. 

2.) To begin, flex one knee and bring that leg across the back of your body, attempting to touch it to the ground near the opposite hand.

3.)  Promptly return the leg to the starting postion, and quickly repeat with the other leg. Continue alternating for 10-20 repetitions.

"
All Fours Quad Stretch,5,Good,Stretching,Quadriceps,Body Only,Intermediate,https://www.bodybuilding.com/exercises/exerciseImages/sequences/581/Male/m/581_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/581/Male/m/581_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-7.gif,"1.)  Start off on your hands and knees, then lift your leg off the floor and hold the foot with your  hand. 

2.)  Use your hand to hold the foot or ankle, keeping the knee fully flexed, stretching the quadriceps and hip flexors. 

3.)  Focus on extending your hips, thrusting them towards the floor. Hold for 10-20 seconds and then switch sides.

"
Quad Stretch,4.9,Average,Stretching,Quadriceps,Other,Intermediate,https://www.bodybuilding.com/exercises/exerciseImages/sequences/614/Male/m/614_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/614/Male/m/614_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-7.gif,"1.) Lay on your side. Loop a belt, rope, or band around your top foot. Flex the knee and extend your hip, attempting to touch your glutes with your foot, and holding the belt with your hands. This will be your starting position.

2.)  With the belt being held over the shoulder or overhead, gently pull to increase the stretch in the quadriceps. Hold for 10-20 seconds, and then switch sides.

"
One Half Locust,4.7,Average,Stretching,Quadriceps,None,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/400/Male/m/400_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/400/Male/m/400_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-7.gif,"1.)  Lie facedown on the floor. 

2.) Put your left hand under your left hipbone to pad your hip and pubic bone.

3.)  Bend your right knee so you can hold the foot in your right hand.

4.)  Lift the foot in the air and simultaneously lift your shoulders off the floor. This also stretches the right hip flexor and the chest and shoulders. Switch sides. If it doesn't bother your back, you can try it with both arms and legs at the same time.

"
Standing Hip Flexors,4.4,Average,Stretching,Quadriceps,None,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/444/Male/m/444_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/444/Male/m/444_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-7.gif,"1.) Stand up straight with the spine vertical, the left foot slightly in front of the right. 

2.) Bend both knees and lift the back heel off the floor as you press the right hip forward. You can't get a thorough, deep stretch in this position, however, because it's hard to relax the hip flexor and stand on it at the same time. Switch sides.

"
Looking At Ceiling,4.3,Average,Stretching,Quadriceps,None,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/455/Male/m/455_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/455/Male/m/455_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-7.gif,"1.) Kneel on the floor, holding your heels with both hands.

2.)  Lift your buttocks up and forward while bringing your head back to look up at the ceiling, to give an arch in your back.

"
Frog Hops,3.9,Average,Stretching,Quadriceps,None,Intermediate,https://www.bodybuilding.com/exercises/exerciseImages/sequences/588/Male/m/588_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/588/Male/m/588_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-7.gif,"1.) Stand with your hands behind your head, and squat down keeping your torso upright and your head up. This will be your starting position.

2.)  Jump forward several feet, avoiding jumping unnecessarily high. As your feet contact the ground, absorb the impact through your legs, and jump again. Repeat this action 5-10 times.

"
Rear Leg Raises,3.4,Average,Stretching,Quadriceps,Body Only,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/634/Male/m/634_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/634/Male/m/634_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-7.gif,"1.) Place yourself on your hands knees on an exercise mat. Your head should be looking forward and the bend of the knees should create a 90-degree angle between the hamstrings and the calves. This will be your starting position. 

2.)  Extend one leg up and behind you. The knee and hip should both extend. Repeat for 5-10 repetitions, and then switch sides.

"
On Your Side Quad Stretch,3.3,Average,Stretching,Quadriceps,None,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/402/Male/m/402_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/402/Male/m/402_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-7.gif,"1.) Start off by lying on your right side, with your right knee bent at a 90-degree angle resting on the floor in front of you (this stabilizes the torso).

2.)  Bend your left knee behind you and hold your left foot with your left hand. To stretch your hip flexor, press your left hip forward as you push your left foot back into your hand. Switch sides.

"
On-Your-Back Quad Stretch,3.3,Average,Stretching,Quadriceps,Other,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/430/Male/m/430_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/430/Male/m/430_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-7.gif,"1.) Lie on a flat bench or step, and hang one leg and arm over the side.

2.)  Bend the knee and hold the top of the foot. As you do this, be careful not to arch your lower back.

3.)  Pull the belly button to the spine to stay in neutral. Press your foot down and into your hand. To add the hip stretch, lift the hip of the leg you're holding up toward the ceiling.

4.)  Switch sides.

"
Standing Elevated Quad Stretch,2.7,Average,Stretching,Quadriceps,Other,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/443/Male/m/443_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/443/Male/m/443_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-7.gif,"1.) Start by standing with your back about two to three feet away from a bench or step.

2.)  Lift one leg behind you and rest your foot on the step,either on your instep or the ball of your foot, whichever you find most comfortable. 

3.) Keep your supporting knee slightly bent and avoid letting that knee extend out beyond your toes. Switch sides.

"
Front Leg Raises,8.4,Excellent,Stretching,Hamstrings,Body Only,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/589/Male/m/589_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/589/Male/m/589_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-8.gif,"1.) Stand next to a chair or other support, holding on with one hand.

2.)  Swing your leg forward, keeping the leg straight. Continue with a downward swing, bringing the leg as far back as your flexibility allows. Repeat 5-10 times, and then switch legs.

"
Leg-Up Hamstring Stretch,7.8,Good,Stretching,Hamstrings,None,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/429/Male/m/429_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/429/Male/m/429_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-8.gif,"1.) Lie flat on your back, bend one knee, and put that foot flat on the floor to stabilize your spine.

2.)  Extend the other leg in the air. If you're tight, you wont be able to straighten it. That's okay. Extend the knee so that the sole of the lifted foot faces the ceiling (or as close as you can get it).

3.)  Slowly straighten the legs as much as possible and then pull the leg toward your nose.  Switch sides.

"
Inchworm,7.5,Good,Stretching,Hamstrings,Body Only,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/881/Male/m/881_3.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/881/Male/m/881_2.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-8.gif,"1.) Stand with your feet close together. Keeping your legs straight, stretch down and put your hands on the floor directly in front of you. This will be your starting position.

2.)  Begin by walking your hands forward slowly, alternating your left and your right. As you do so, bend only at the hip, keeping your legs straight.

3.)  Keep going until your body is parallel to the ground in a pushup position.

4.)  Now, keep your hands in place and slowly take short steps with your feet, moving only a few inches at a time.

5.)  Continue walking until your feet are by hour hands, keeping your legs straight as you do so.

"
Standing Toe Touches,6.7,Good,Stretching,Hamstrings,None,Beginner,https://www.bodybuilding.com/exercises/exerciseImages/sequences/494/Male/m/494_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/494/Male/m/494_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-8.gif,"1.) Stand with some space in front and behind you. 

2.) Bend at the waist, keeping your legs straight, until you can relax and let your upper body hang down in front of you. Let your arms and hands hang down naturally. Hold for 10 to 20 seconds.

"
Intermediate Groin Stretch,6.7,Good,Stretching,Hamstrings,Other,Intermediate,https://www.bodybuilding.com/exercises/exerciseImages/sequences/595/Male/m/595_2.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/595/Male/m/595_1.jpg,https://artifacts.bbcomcdn.com/exercises-app/1.2.1/img/guide-8.gif,"1.) Lie on your back with your legs extended. Loop a belt, rope, or band around one of your feet, and swing that leg as far to the side as you can. This will be your starting position. 

2.) Pull gently on the belt to create tension in your groin and hamstring muscles. Hold for 10-20 seconds, and repeat on the other side.

"
